RespondentID,Industry,Other (please specify),Label,Data
3261410347,Other (please specify),Wastewater treatment and collection - Government,Finance,2
3261410347,Other (please specify),Wastewater treatment and collection - Government,Marketing,1
3261337319,Other (please specify),Hospitality,Accounting,5
3261337319,Other (please specify),Hospitality,Business Administration/Business Management,5
3261337319,Other (please specify),Hospitality,Economics,4
3261337319,Other (please specify),Hospitality,Finance,4
3261337319,Other (please specify),Hospitality,Marketing,4
3259556454,Retail Trade,,Accounting,5
3259556454,Retail Trade,,Business Administration/Business Management,5
3259556454,Retail Trade,,Economics,5
3259556454,Retail Trade,,Finance,5
3259556454,Retail Trade,,Marketing,5
